Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2007,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,19.083
2008,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,18.147000000000002
2009,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,19.701
2010,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,19.394000000000002
2011,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,21.018
2012,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,19.51
2013,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,23.72
2014,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,20.67
2015,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,20.526999999999997
2016,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,20.430999999999997
2017,Portugal,INC_WITH_SHARE,% Incineration with energy recovery,PC,Percentage,Units,20.683000000000003
2000,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2001,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2002,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2003,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2004,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2005,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2006,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2007,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2008,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2009,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2010,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2011,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2012,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2013,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2014,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2015,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2016,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2017,Portugal,INC_WITHOUT_SHARE,% Incineration without energy recovery,PC,Percentage,Units,0.0
2000,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.939
2001,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.665
2002,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.541999999999998
2003,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,21.351999999999997
2004,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,21.295
2005,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,22.27
2006,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,19.969
2007,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,19.083
2008,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,18.147000000000002
2009,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,19.701
2010,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,19.394000000000002
2011,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,21.018
2012,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,19.51
2013,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,23.72
2014,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.67
2015,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.526999999999997
2016,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.430999999999997
2017,Portugal,INC_SHARE,% Incineration,PC,Percentage,Units,20.683000000000003
2000,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,68.51899999999999
2001,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,67.45100000000001
2002,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,71.6
2003,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,67.71300000000001
2004,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,65.25
2005,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,62.574
2006,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,64.163
2007,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,63.826
2008,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,64.516
2009,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,60.8
2010,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,61.952
2011,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,58.869
2012,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,54.403
2013,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,50.461999999999996
2014,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,48.98
2015,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,48.437
2016,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,47.004
2017,Portugal,LANDF_SHARE,% Landfill,PC,Percentage,Units,49.578
2000,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1706.7220000000002
2002,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1449.114
2003,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1511.241
2004,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1400.0320000000002
2005,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1467.766
2006,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1523.9879999999998
2007,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1579.0610000000001
2008,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1685.533
2009,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1654.3470000000002
2010,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1719.01
2011,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1678.92
2012,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1656.57
2013,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1644.64
2014,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1732.99
2015,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1784.18
2016,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1889.53
2017,Slovak Republic,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,2057.62
2000,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,953.11
2003,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1261.36
2004,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1219.0710000000001
2005,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1248.383
2006,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1294.178
2007,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1328.483
2008,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1427.531
2009,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1400.747
2010,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1418.88
2011,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1394.44
2012,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1349.79
2013,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1336.03
2014,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1358.24
2015,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1386.67
2016,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1378.72
2017,Slovak Republic,HOUSEHOLD,Waste from households,TONNE,Tonnes,Thousands,1374.52
2000,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,753.6
2003,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,249.88099999999997
2004,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,180.96
2005,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,219.382
2006,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,229.81
2007,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,250.578
2008,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,272.432
2009,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,253.6
2010,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,300.13
2011,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,284.48
2012,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,306.78
2013,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,308.61
2014,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,374.74
2015,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,397.51
2016,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,510.81
2017,Slovak Republic,OTHMUN,Other municipal waste,TONNE,Tonnes,Thousands,683.1
2000,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1706.72
2002,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1449.11
2003,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1511.24
2004,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1400.03
2005,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1380.85
2006,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1440.76
2007,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1520.93
2008,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1593.79
2009,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1613.67
2010,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1709.64
2011,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1669.32
2012,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1655.25
2013,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1618.39
2014,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1702.43
2015,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1776.06
2016,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1874.81
2017,Slovak Republic,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,2057.31
2000,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,325.28
2002,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,175.73
2003,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,189.0
2004,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,206.04
2005,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,39.82
2006,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,79.7
2007,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,245.6
2008,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,315.56
2009,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,343.29
2010,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,362.84
2011,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,417.15
2012,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,439.7
2013,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,449.62
2014,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,504.81
2015,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,549.88
2016,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,638.41
2017,Slovak Republic,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,811.18
2000,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,36.2
2002,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,34.84
2003,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,47.11
2004,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,45.55
2005,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,13.79
2006,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,13.57
2007,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,38.9
2008,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,59.65
2009,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,72.45
2010,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,98.15
2011,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,103.9
2012,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,139.5
2013,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,107.89
2014,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,88.42
2015,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,136.23
2016,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,291.07
2017,Slovak Republic,RECYCLING,Recycling,TONNE,Tonnes,Thousands,433.31
2000,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,84.8
2002,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,39.31
2003,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,40.66
2004,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,40.89
2005,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,16.38
2006,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,47.78
2007,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,64.91
2008,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,64.1
2009,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,64.07
2010,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,59.16
2011,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,69.47
2012,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,81.27
2013,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,68.93
2014,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,91.41
2015,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,129.61
2016,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,143.36
2017,Slovak Republic,COMPOST,Composting,TONNE,Tonnes,Thousands,180.8
2000,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,204.29
2002,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,91.29
2003,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,95.5
2004,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,116.11
2005,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,2.11
2006,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,0.24
2007,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,115.89
2008,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,157.24
2009,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,180.1
2010,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,170.93
2011,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,181.55
2012,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,164.09
2013,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,173.66
2014,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,185.93
2015,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,191.43
2016,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,196.62
2017,Slovak Republic,INCINERATION_WITH,Incineration with energy recovery,TONNE,Tonnes,Thousands,197.07
2002,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,10.28
2003,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,5.73
2004,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,3.49
2005,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,7.54
2006,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,18.11
2007,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,25.9
2008,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,34.57
2009,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,26.67
2010,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,34.6
2011,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,62.23
2012,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,54.84
2013,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,99.14
2014,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,139.05
2015,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,92.62
2016,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,7.37
2017,Slovak Republic,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2000,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1381.44
2002,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1273.39
2003,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1322.24
2004,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1193.99
2005,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1341.03
2006,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1361.06
2007,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1275.33
2008,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1278.23
2009,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1270.38
2010,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1346.8
2011,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1252.17
2012,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1215.55
2013,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1168.77
2014,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1197.62
2015,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1226.17
2016,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1236.4
2017,Slovak Republic,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1246.13
2000,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,4.97
2002,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,65.15
2003,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,66.96
2004,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,67.9
2005,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,180.74
2006,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,189.75
2007,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,64.32
2008,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.05
2009,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,2.63
2010,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,12.35
2011,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,3.95
2012,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,3.84
2013,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2014,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,3.99
2015,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2016,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2017,Slovak Republic,INCINERATION_WITHOUT,Incineration without energy recovery,TONNE,Tonnes,Thousands,0.0
2000,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1055.93
2002,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1124.1
2003,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1172.54
2004,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1123.4
2005,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1143.81
2006,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1169.44
2007,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1209.83
2008,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1276.27
2009,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1264.01
2010,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1325.02
2011,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1240.13
2012,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1211.4
2013,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1151.89
2014,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1158.33
2015,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1226.0
2016,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1236.34
2017,Slovak Republic,LANDFILL,Landfill,TONNE,Tonnes,Thousands,1246.13
2000,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,320.54
2002,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,84.14
2003,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,82.74
2004,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,2.69
2005,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,16.48
2006,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,1.85
2007,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,1.18
2008,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,1.91
2009,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,3.74
2010,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,9.43
2011,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,8.09
2012,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.31
2013,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,16.88
2014,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,35.3
2015,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.17
2016,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.06
2017,Slovak Republic,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2000,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,209.26
2002,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,156.44
2003,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,162.46
2004,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,184.02
2005,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,182.85
2006,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,189.99
2007,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,180.21
2008,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,157.29
2009,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,182.73
2010,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,183.28
2011,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,185.5
2012,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,167.93
2013,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,173.66
2014,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,189.92
2015,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,191.43
2016,Slovak Republic,INCINERATION,Total Incineration,TONNE,Tonnes,Thousands,196.62
