Year,Country,VAR,Variable,Unit Code,Unit,PowerCode,Value
2015,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3018.25
2016,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3220.03
2017,Czech Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3267.36
2002,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,290.19
2003,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,247.71
2004,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,245.27
2005,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,282.16
2006,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,283.97
2007,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,303.01
2008,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,362.05
2009,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,402.9
2010,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,352.34
2011,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,361.59
2012,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,312.71
2013,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,317.16
2014,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,307.52
2015,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,308.61
2016,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,348.14
2017,Czech Republic,BULKY,Bulky waste,TONNE,Tonnes,Thousands,365.49
2011,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4154.0
2012,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4337.0
2013,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4285.0
2014,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4326.0
2015,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4380.0
2016,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4356.0
2017,Denmark,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4363.0
2011,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,79.0
2012,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,67.0
2013,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,81.0
2014,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,80.0
2015,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,79.0
2016,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,80.0
2017,Denmark,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,79.0
2006,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,40.11
2007,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,47.69
2008,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,54.48
2009,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,46.15
2010,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,49.75
2011,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,51.72
2012,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,65.76
2013,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,39.22
2014,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,59.37
2015,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,63.6
2016,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,56.96
2017,Finland,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,54.05
2005,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29886.0
2007,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,30630.0
2009,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,30533.0
2010,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,30549.0
2011,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,30582.0
2012,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,30211.0
2013,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29841.0
2014,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29868.0
2015,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29896.0
2016,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29923.0
2017,France,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,29951.0
2005,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3380.0
2007,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3790.0
2009,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3600.0
2010,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3709.0
2011,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3824.0
2012,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3884.0
2013,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3943.0
2014,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3945.0
2015,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3946.0
2016,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3948.0
2017,France,BULKY,Bulky waste,TONNE,Tonnes,Thousands,3949.0
2005,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,100.0
2007,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,210.0
2009,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,371.0
2010,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,350.0
2011,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,384.0
2012,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,388.0
2013,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,391.0
2014,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,417.0
2015,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,442.0
2016,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,468.0
2017,France,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,493.0
2006,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,409.0
2007,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,396.0
2008,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,469.0
2009,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,605.0
2010,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,586.0
2011,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,591.0
2012,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,623.0
2013,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,597.0
2014,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,598.0
2015,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,591.0
2016,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,617.0
2017,Germany,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,644.0
2005,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4407.0
2006,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4447.0
2007,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4334.0
2008,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4300.0
2009,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,4096.0
2010,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3827.0
2011,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3613.0
2012,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3823.0
2013,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3599.0
2014,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3683.0
2015,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3573.0
2016,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3555.0
2017,Hungary,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,3562.0
2005,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,237.0
2006,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,258.0
2007,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,250.0
2008,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,240.0
2009,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,198.0
2010,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,190.0
2011,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,184.0
2012,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,151.0
2013,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,122.0
2014,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,93.0
2015,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,119.0
2016,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,145.0
2017,Hungary,BULKY,Bulky waste,TONNE,Tonnes,Thousands,159.0
2005,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,2.0
2006,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,6.0
2007,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,9.0
2008,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,13.0
2009,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,18.0
2010,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,16.0
2011,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,12.0
2012,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,14.0
2013,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,17.0
2014,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,19.0
2015,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,20.0
2016,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,21.0
2017,Hungary,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,47.0
2012,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,43.36
2013,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,45.85
2014,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,46.91
2015,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,47.99
2016,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,28.47
2017,Norway,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,82.37
2000,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2001,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2002,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2003,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2004,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2005,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2006,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2007,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2008,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2009,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2010,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2011,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2012,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2013,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2014,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2015,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2016,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2017,Portugal,OTH_RECOV,Other recovery,TONNE,Tonnes,Thousands,0.0
2000,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2001,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2002,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2003,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2004,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2005,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2006,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2007,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2008,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2009,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2010,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2011,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2012,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2013,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2014,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2015,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2016,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2017,Portugal,OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,0.0
2007,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,34.35
2010,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,8.14
2011,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,11.93
2012,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,8.59
2013,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,32.55
2014,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,34.73
2015,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,5.13
2016,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,10.81
2017,Portugal,BULKY,Bulky waste,TONNE,Tonnes,Thousands,13.1
2007,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,4.26
2008,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,6.51
2009,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.71
2010,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,6.08
2011,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,4.46
2012,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,3.41
2013,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,2.53
2014,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,2.31
2015,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,3.07
2016,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,3.7
2017,Portugal,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,4.45
2002,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1312.04
2003,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1374.83
2004,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1275.35
2005,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1331.84
2006,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1371.58
2007,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1410.79
2008,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1484.25
2009,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1458.67
2010,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1502.57
2011,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1476.31
2012,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1476.9
2013,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1468.16
2014,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1550.21
2015,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1583.02
2016,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1684.44
2017,Slovak Republic,HOUSE_LIKE,Household and similar waste,TONNE,Tonnes,Thousands,1847.62
2002,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,0.18
2003,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,0.32
2004,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,1.06
2005,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,2.13
2006,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,3.03
2007,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,4.96
2008,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,6.22
2009,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.65
2010,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,6.93
2011,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.86
2012,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.76
2013,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.85
2014,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,7.59
2015,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,8.17
2016,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,11.1
2017,Slovak Republic,WEEE,Electric and electronic equipment waste,TONNE,Tonnes,Thousands,12.06
2011,China (People's Republic of),OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,4266.0
2012,China (People's Republic of),OTH_DISP,Other disposal,TONNE,Tonnes,Thousands,3930.0
2010,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1506.0
2011,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1659.0
2012,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1698.0
2013,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1752.0
2014,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1788.0
2015,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1877.0
2016,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1218.0
2017,Costa Rica,MUNICIPAL,Municipal waste generated,TONNE,Tonnes,Thousands,1267.0
2010,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,915.0
2011,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1002.0
2012,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1123.0
2013,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1174.0
2014,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1240.0
2015,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1869.7
2016,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1061.4
2017,Costa Rica,TREATMENT,Municipal waste treated,TONNE,Tonnes,Thousands,1267.0
2010,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,3.0
2011,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,5.0
2012,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,7.9
2013,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,8.7
2014,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,22.6
2015,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,56.7
2016,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,73.4
2017,Costa Rica,RECOVERY,Amount designated for recovery operations,TONNE,Tonnes,Thousands,103.7
2010,Costa Rica,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,912.0
2011,Costa Rica,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,997.0
2012,Costa Rica,DISPOSAL,Disposal operations,TONNE,Tonnes,Thousands,1115.0
